#router1, port on router1, router2, port on router2, link created on, link
destroyed on
foo-cc,GigabitEthernet0/1,oak-dc1,GigabitEthernet4/0/6,1226092518.0,1239995525.0
foo-cc,GigabitEthernet0/1,oak-dc1,GigabitEthernet4/0/6,1252523535.0,2.53402329599e+11
sf-coe,POS0/1/0,svl-dc2,POS5/0:4,1099072963.0,1203156310.0
svl-core1,GigabitEthernet0/6/0/6,svl-isp1,GigabitEthernet0/0/5,1217565495.0,1218507028.0
svl-core1,GigabitEthernet0/6/0/1,svl-isp1,GigabitEthernet0/0/1,1218507028.0,1218607825.0
svl-core1,GigabitEthernet0/6/0/5,svl-isp1,GigabitEthernet0/0/3,1218607825.0,1242957917.0
svl-core1,GigabitEthernet0/6/0/5,svl-isp1,GigabitEthernet0/0/3,1242957917.0,1253138766.0
svl-core1,TenGigE0/2/0/2,svl-isp1,GigabitEthernet1/0/0,1253138766.0,2.53402329599e+11
tri-agg1,GigabitEthernet4/0/2,yub-cc-1,GigabitEthernet0/1,1300321045.0,2.53402329599e+11
tri-core1,TenGigE0/0/0/1,tus-dc1,GigabitEthernet2/0,1265947532.0,1288289122.0
tri-core1,TenGigE0/0/0/1,tus-dc1,GigabitEthernet2/0,1288317938.0,1333951249.0
lb-csu-1,POS1/0,tus-agg1,POS3/1:4,1292021796.0,2.53402329599e+11
lax-agg1,GigabitEthernet0/0/3,lax-agg3,GigabitEthernet0/1,1207120512.0,2.53402329599e+11
fre-agg1,GigabitEthernet0/0/2,fre-agg2,GigabitEthernet0/0/2,1195617814.0,1338502025.0
fre-agg1,GigabitEthernet3/0/0,fre-agg2,GigabitEthernet3/0/0,1338502025.0,2.53402329599e+11
lax-hpr,GigabitEthernet2/0,slo-hpr-mgmt,GigabitEthernet5/0,1087745987.0,1090260151.0
lax-hpr,GigabitEthernet4/0,slo-hpr-mgmt,GigabitEthernet5/0,1090260151.0,1116583207.0
lt-usd,Serial1/0/0,sac-dc1,Serial5/1:4,1087747044.0,1098914602.0
lt-usd,Serial1/0,sac-dc1,Serial5/0:4,1290629131.0,1296216326.0
lt-usd,GigabitEthernet0/1,sac-dc1,GigabitEthernet3/0/8,1296335265.0,2.53402329599e+11
pdc-dc1,GigabitEthernet5/0.461,sdg-dc2,GigabitEthernet4/1.461,1140638593.0,1217931014.0
sac-agg3,Serial4/0,sj-cc,Serial2/0,1287108337.0,2.53402329599e+11
sac-dc1,GigabitEthernet2/0/0,tus-dc2,GigabitEthernet3/2,1265947532.0,1333951250.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1307041612.0,2.53402329599e+11
fre-agg2,GigabitEthernet0/0/5,kin-coe,GigabitEthernet0/1,1197659019.0,2.53402329599e+11
chabot-cc,Serial1/0,oak-dc2,Serial5/1:2,1258711957.0,1313474763.0
csu-asr-1,Serial2/0:0,sac-dc3,Serial0/1/2:0,1291464332.0,1294481587.0
csu-asr-1,Serial2/1:0,sac-dc3,Serial0/1/2:0,1294481587.0,1299916810.0
wvm-cc,FastEthernet0/1,wvm-cc-1,GigabitEthernet0/2,1267524759.0,2.53402329599e+11
lax-agg1,GigabitEthernet2/0/7,rh-cc,GigabitEthernet0/1,1257934382.0,2.53402329599e+11
cuy-cc-1,GigabitEthernet0/1,riv-agg1,GigabitEthernet1/0/0.366,1348870072.0,2.53402329599e+11
sj-cc-1,GigabitEthernet0/1,tri-agg1,GigabitEthernet4/0/1,1266574066.0,1266811542.0
sj-cc-1,GigabitEthernet0/1,tri-agg1,GigabitEthernet4/0/1,1266825918.0,2.53402329599e+11
pla-coe,Serial1/0/0,sac-dc2,Serial7/0:5,1098999404.0,1201341960.0
pla-coe,GigabitEthernet0/1,sac-dc2,GigabitEthernet2/1,1201341960.0,1209161421.0
fre-dc1,POS2/0:7,tul-coe-1,POS1/0,1162022849.0,1162368196.0
fre-dc1,POS2/0:7,tul-coe-1,POS1/0,1162375624.0,1188720371.0
fre-dc1,POS2/0:7,tul-coe-1,POS1/0,1189797010.0,1197489793.0
coa-cc,Serial2/0,tus-dc1,Serial4/1:3,1091002023.0,1191564187.0
loy-hs,Serial1/0/1,tru-coe,Serial0/1/0,1087747044.0,1198834260.0
loy-hs,Serial1/0/1,tru-coe,Serial1/0,1198834260.0,1203139599.0
loy-hs,Serial1/1,tru-coe,Serial1/0,1203139599.0,1237576297.0
loy-hs,Serial1/1,tru-coe,Serial3/0,1253088723.0,2.53402329599e+11
fre-agg1,POS1/0,fre-csu-1,POS1/0,1301474684.0,1333030668.0
fre-agg1,POS1/0,fre-csu-1,POS1/0,1333045122.0,2.53402329599e+11
cit-cc,Serial1/0,lax-dc2,Serial3/0:3,1262174730.0,2.53402329599e+11
la-coe,POS0/1/0,la-usd-2,POS1/0/0,1164012693.0,1195467053.0
la-coe,POS2/0,la-usd-2,POS1/0/0,1195467053.0,1199008812.0
sac-coe-1,GigabitEthernet0/3,sac-coe-2,GigabitEthernet4/0/0,1166090696.0,1200736813.0
frg-agg1,POS3/1:4,sj-coe,POS1/0,1202238549.0,1215590764.0
frg-agg1,POS3/1:4,sj-coe,POS1/0,1215590764.0,1216195582.0
frg-agg1,GigabitEthernet0/0/7,sj-coe,GigabitEthernet0/1,1216195582.0,2.53402329599e+11
lax-agg3,Serial5/0,vc-ccdo,Serial1/0,1292544337.0,2.53402329599e+11
sol-agg1,GigabitEthernet0/0/9,sol-dc1,GigabitEthernet2/2,1205211656.0,1215670216.0
sol-agg1,GigabitEthernet0/0/9,sol-dc1,GigabitEthernet2/2,1215670216.0,1333936845.0
sdg-agg2,GigabitEthernet0/0/3,sdg-agg3,GigabitEthernet0/2,1209007832.0,2.53402329599e+11
msa-cc-1,GigabitEthernet0/1,riv-agg1,GigabitEthernet4/0/0,1244602737.0,2.53402329599e+11
cc-coe-1,GigabitEthernet1/1,marin-coe,GigabitEthernet0/1,1317370409.0,2.53402329599e+11
las-coe,GigabitEthernet0/1,tri-agg1,GigabitEthernet0/0/1,1311235966.0,2.53402329599e+11
sj-coe,GigabitEthernet0/2,sta-coe,GigabitEthernet0/1,1284797549.0,2.53402329599e+11
ful-cc-2,GigabitEthernet0/1,noc-cc-1,GigabitEthernet0/1,1327745603.0,2.53402329599e+11
oak-dc2,GigabitEthernet3/0/9,oak-isp1,GigabitEthernet0/0/1,1214515628.0,1215727811.0
fre-agg1,POS3/0:7,tul-coe-1,POS1/0,1197484323.0,1197594683.0
imp-coe,POS4/0/0,sdg-dc2,POS3/1:4,1166155317.0,1167940923.0
sac-coe,POS0/1/0,sac-dc1,POS5/1:7,1087747044.0,1098914602.0
sfo-agg1,POS7/0,svl-dc1,POS1/0,1212430200.0,1279562724.0
frg-dc1,POS5/0,sac-dc2,POS6/0,1098999404.0,1159207396.0
cc-ec-1,GigabitEthernet0/2,coc-cc,GigabitEthernet0/2,1333393943.0,2.53402329599e+11
la-coe,POS2/0,la-usd-1,POS1/0,1198491035.0,1222329958.0
la-coe,GigabitEthernet0/2,la-usd-1,GigabitEthernet1/1,1273133239.0,1274947987.0
frg-agg2,GigabitEthernet2/0/4,sjd-cc-1,GigabitEthernet0/1,1264827817.0,2.53402329599e+11
cdu,GigabitEthernet0/2,sut-coe,GigabitEthernet0/3,1220515924.0,2.53402329599e+11
lax-dc1,POS2/0,riv-dc1,POS2/0,1126807376.0,1177754524.0
lax-dc1,POS2/0,riv-dc1,POS2/0,1177984921.0,1237860300.0
sfo-agg1,GigabitEthernet0/0/1.496,sfo-px1,Vlan496,1229673905.0,1276868656.0
sac-agg3,Serial3/0,yub-cc,Serial2/0,1300522388.0,2.53402329599e+11
svl-agg1,Serial3/0:12,wvm-cc,Serial1/0,1281161121.0,2.53402329599e+11
sanjose-cc-1,GigabitEthernet0/1,svl-agg2,GigabitEthernet4/0/2,1272182816.0,2.53402329599e+11
sa-cc-2,Serial4/0,tus-agg1,Serial3/0:12,1265836070.0,2.53402329599e+11
pdc-dc1,GigabitEthernet2/0.472,riv-agg1,GigabitEthernet0/0/7.472,1225390224.0,1342461995.0
pdc-dc1,GigabitEthernet2/0.472,riv-agg1,GigabitEthernet4/0/6.472,1342461995.0,2.53402329599e+11
la-usd-1,TenGigabitEthernet2/1,tus-agg2,GigabitEthernet1/0/0,1268801208.0,2.53402329599e+11
sol-cc-1,GigabitEthernet0/1,svl-agg1,GigabitEthernet0/0/6,1255058687.0,2.53402329599e+11
lt-usd,Serial1/0/1,tru-coe,Serial0/1/1,1087747044.0,1194684415.0
lt-usd,Serial1/1,tru-coe,Serial0/1/1,1194684415.0,1198834260.0
lt-usd,Serial1/1,tru-coe,Serial1/1,1198834260.0,1237536765.0
lt-usd,Serial1/1,tru-coe,Serial1/1,1237536765.0,1237576297.0
lt-usd,GigabitEthernet0/2,tru-coe,GigabitEthernet0/2,1237576297.0,2.53402329599e+11
lax-agg4,GigabitEthernet0/1,lax-dc2,GigabitEthernet4/0/4,1296720327.0,2.53402329599e+11
cor-agg1,GigabitEthernet0/0/1,cor-agg2,GigabitEthernet0/0/1,1208902222.0,1346378856.0
cor-agg1,GigabitEthernet0/0/1,cor-agg2,GigabitEthernet0/0/1,1346378856.0,2.53402329599e+11
sanmateo-cc,Serial2/0,svl-agg1,Serial3/0:9,1282428348.0,2.53402329599e+11
coa-cc,Serial2/0,fre-agg1,GigabitEthernet0/0/5,1196942591.0,1221552011.0
sac-agg2,POS6/0,tri-agg1,POS7/0,1208988612.0,1333433208.0
frg-agg3,Serial2/0,mer-cc,Serial2/0,1285812360.0,2.53402329599e+11
bwc-cc,Serial1/0,oak-dc3,Serial2/1,1263377558.0,2.53402329599e+11
ama-coe,Serial1/0/1,cal-coe,Serial1/0/1,1087747043.0,1193788250.0
ama-coe,Serial1/1,cal-coe,Serial1/0/1,1193788250.0,1199614329.0
ama-coe,Serial1/1,cal-coe,Serial1/1,1199614329.0,1233868380.0
ama-coe,GigabitEthernet0/2,cal-coe,GigabitEthernet0/2,1233868380.0,2.53402329599e+11
oak-core1,TenGigE0/0/0/2,svl-agg2,GigabitEthernet6/0/0,1245477926.0,1300125969.0
oak-core1,TenGigE0/7/0/2,svl-agg2,GigabitEthernet6/0/0,1300140663.0,1300896136.0
oak-core1,TenGigE0/0/0/2,svl-agg2,GigabitEthernet6/0/0,1300896136.0,2.53402329599e+11
fre-agg2,GigabitEthernet0/0/9,fre-dc2,GigabitEthernet1/3,1195617814.0,1198051205.0
mer-coe,Serial1/0/1,sta-coe,Serial1/0/0,1087747044.0,1195378845.0
mer-coe,Serial1/1,sta-coe,Serial1/0/0,1195378845.0,1202619882.0
mer-coe,Serial1/1,sta-coe,Serial2/0,1202619882.0,1214899572.0
mer-coe,GigabitEthernet0/2,sta-coe,GigabitEthernet3/0,1214899572.0,1215072330.0
mer-coe,GigabitEthernet0/2,sta-coe,GigabitEthernet3/0,1215072330.0,2.53402329599e+11
fre-agg3,Serial1/0,mar-coe,Serial1/0,1290082294.0,2.53402329599e+11
lax-core2,TenGigE0/0/0/0,riv-core1,TenGigE0/0/0/0,1209073515.0,1306461917.0
dn-coe,Serial1/0/0,hum-coe,Serial1/1/0,1087747044.0,1096531200.0
dn-coe,Serial1/0/0,hum-coe,Serial1/1/0,1096531906.0,1196935860.0
dn-coe,Serial1/0,hum-coe,Serial1/1/0,1196935860.0,1199528950.0
dn-coe,Serial1/0,hum-coe,Serial2/0,1199528950.0,2.53402329599e+11
oak-core1,TenGigE0/0/0/0,tri-core1,TenGigE0/0/0/0,1215065412.0,1215655812.0
oak-core1,TenGigE0/0/0/0,tri-core1,TenGigE0/0/0/1,1215670216.0,1217009424.0
oak-core1,TenGigE0/0/0/0,tri-core1,TenGigE0/0/0/0,1217009424.0,1271369425.0
oak-core1,TenGigE0/4/0/0,tri-core1,TenGigE0/5/0/0,1271369425.0,1288289122.0
oak-core1,TenGigE0/4/0/0,tri-core1,TenGigE0/5/0/0,1288289122.0,1288317938.0
oak-core1,TenGigE0/4/0/0,tri-core1,TenGigE0/5/0/0,1288317938.0,1292299571.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1292299571.0,1300125969.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1300125969.0,1300140663.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1300140663.0,1300896136.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1300896136.0,1307181925.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1307181925.0,1307527522.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1307527522.0,1308938762.0
oak-core1,TenGigE0/1/0/0,tri-core1,TenGigE0/1/0/0,1308938762.0,2.53402329599e+11
da-cc,Serial2/0,svl-agg1,Serial3/0:5,1281607515.0,2.53402329599e+11
fre-dc1,Serial2/1:2,wh-cc,Serial2/0,1185869501.0,1197489793.0
lax-agg1,GigabitEthernet4/1/4,vv-cc-2,GigabitEthernet0/1,1254893137.0,2.53402329599e+11
bak-agg2,POS6/0,riv-dc1,POS3/0,1204139869.0,1224166212.0
bue-coe,Serial0/1/0,lax-dc2,Serial8/3:2,1102022509.0,1103796010.0
cor-agg1,GigabitEthernet2/0,tri-agg1,GigabitEthernet2/0,1209526180.0,1287151538.0
cor-agg1,GigabitEthernet2/1,tri-agg1,GigabitEthernet2/1,1287151538.0,1297802833.0
cor-agg1,GigabitEthernet1/0/3,tri-agg1,GigabitEthernet2/1,1297802833.0,1297973160.0
cor-agg1,GigabitEthernet1/0/3,tri-agg1,GigabitEthernet4/0/4,1297973160.0,2.53402329599e+11
nj-usd,Serial0/1/0,sac-dc1,Serial5/0:8,1087747044.0,1195077447.0
nj-usd,Serial1/0,sac-dc1,Serial5/0:8,1195077447.0,1222934813.0
nj-usd,GigabitEthernet0/1,sac-dc1,GigabitEthernet4/0/5,1222934813.0,1223446212.0
nj-usd,GigabitEthernet0/1,sac-dc1,GigabitEthernet4/0/5,1223446212.0,2.53402329599e+11
oak-dc2,POS7/0,sfo-agg1,POS6/0,1278353120.0,2.53402329599e+11
sjd-cc,FastEthernet0/1,sjd-cc-1,GigabitEthernet0/2,1264827817.0,1265920012.0
sjd-cc,FastEthernet0/1,sjd-cc-1,GigabitEthernet0/2,1265920036.0,1319011237.0
nv-cc,FastEthernet0/1,nv-cc-1,GigabitEthernet0/2,1269677246.0,2.53402329599e+11
sac-dc1,Serial5/0:5,sj-cc,Serial2/0,1266833553.0,1287108337.0
fre-dc1,Serial2/0:1,whl-cc,Serial2/0,1181848288.0,1197489793.0
sol-agg1,GigabitEthernet0/0/1,sol-agg2,GigabitEthernet0/0/1,1205211656.0,1282615569.0
sol-agg1,GigabitEthernet5/0/0,sol-agg2,GigabitEthernet5/0/0,1282615569.0,1284012317.0
sol-agg1,GigabitEthernet5/0/0,sol-agg2,GigabitEthernet5/0/0,1284012317.0,2.53402329599e+11
lax-core1,TenGigE0/3/0/2,lax-isp1,GigabitEthernet1/0/0,1270263550.0,1340344828.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1106136178.0,1109937793.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1109937793.0,1110312205.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1110312205.0,1161266600.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1161266600.0,1172088123.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1172088123.0,1172174827.0
tus-dc1,GigabitEthernet3/3,tus-dc2,GigabitEthernet0/1,1172174827.0,1235117106.0
ora-coe-1,GigabitEthernet0/3,ora-coe-2,GigabitEthernet5/0/0,1163239611.0,1197540012.0
sc-coe,GigabitEthernet0/1,svl-agg1,GigabitEthernet2/0/0,1294473923.0,2.53402329599e+11
cor-dc2,GigabitEthernet0/1.28,cor-dc3,GigabitEthernet0/2.28,1098439368.0,1244602914.0
cor-dc2,GigabitEthernet0/1.28,cor-dc3,GigabitEthernet0/2.28,1244613918.0,1278741947.0
sol-dc2,GigabitEthernet1/1,tul-coe,Serial1/0/0,1185328989.0,1197594671.0
sky-cc-1,GigabitEthernet0/1,svl-agg1,GigabitEthernet0/0/5,1256285600.0,2.53402329599e+11
ah-cc,Serial1/0,slo-agg3,Serial1/1,1287734844.0,2.53402329599e+11
lax-dc2,Serial3/1:12,sad-cc,Serial2/0,1217012759.0,1312510261.0
fre-dc1,Serial2/0:2,tul-coe,Serial1/0/0,1087747044.0,1162987415.0
cc-cc,Serial1/0,oak-dc2,Serial5/1:4,1259230358.0,1313042734.0
frg-dc1,POS5/0,tri-agg1,POS6/0,1198181034.0,1202238507.0
tus-agg2,GigabitEthernet6/0/0,tust1-asr-demo,TenGigE0/0/0/2,1325813710.0,1336644727.0
oak-core1,GigabitEthernet0/1/0/0,oak-dc1,GigabitEthernet2/0/4,1207347122.0,1227197567.0
oak-core1,GigabitEthernet0/6/0/5,oak-dc1,GigabitEthernet2/0/5,1227197567.0,1227211809.0
oak-core1,GigabitEthernet0/1/0/0,oak-dc1,GigabitEthernet2/0/4,1227211809.0,1227614720.0
oak-core1,GigabitEthernet0/1/0/0,oak-dc1,GigabitEthernet2/0/4,1227686697.0,1242209194.0
oak-core1,GigabitEthernet0/1/0/0,oak-dc1,GigabitEthernet2/0/4,1242209194.0,1242871507.0
oak-core1,TenGigE0/2/0/0,oak-dc1,GigabitEthernet1/0/0,1242871507.0,1243634718.0
oak-core1,TenGigE0/2/0/0,oak-dc1,GigabitEthernet1/0/0,1243634718.0,1245132318.0
oak-core1,TenGigE0/2/0/0,oak-dc1,GigabitEthernet1/0/0,1245132318.0,1297526732.0
oak-core1,TenGigE0/2/0/0,oak-dc1,GigabitEthernet1/0/0,1297541134.0,2.53402329599e+11
cor-agg1,Serial3/0:4,gle-coe,Serial1/0,1213721766.0,1284602738.0
cor-agg1,GigabitEthernet4/0/0.191,gle-coe,GigabitEthernet0/3,1302768444.0,2.53402329599e+11
nv-cc-1,GigabitEthernet0/1,svl-agg1,GigabitEthernet0/0/3,1266314804.0,2.53402329599e+11
bak-agg1,POS7/0,fre-agg2,POS7/0,1204139724.0,1266609920.0
bak-agg1,POS7/0,fre-agg2,POS7/0,1266609920.0,1267171514.0
bak-agg1,POS6/0,fre-agg2,POS6/0,1267171514.0,1299694436.0
bak-agg1,POS7/0,fre-agg2,POS6/0,1299694436.0,1338415598.0
bak-agg1,GigabitEthernet2/0/0,fre-agg2,GigabitEthernet2/0/0,1338415598.0,2.53402329599e+11
oak-dc2,Serial5/2:7,son-coe,Serial0/1/0,1087747044.0,1197713135.0
oak-dc2,GigabitEthernet3/0/7,son-coe,GigabitEthernet0/1,1197713135.0,2.53402329599e+11
mod-coe,Serial1/0/1,tbj-usd,Serial1/0/1,1087747044.0,1195553510.0
mod-coe,Serial1/0/1,tbj-usd,Serial1/1,1195553510.0,1200823586.0
mod-coe,Serial1/1,tbj-usd,Serial1/1,1200823586.0,2.53402329599e+11
cor-agg2,Serial3/0:8,sis-cc,Serial1/0,1265450806.0,1284602738.0
sac-dc2,POS6/0,tri-dc1,POS5/0,1159449849.0,1198181034.0
sac-dc2,POS6/0,tri-agg1,POS7/0,1198181034.0,1208988612.0
svl-agg1,GigabitEthernet2/0/6.46,svl-dc3,GigabitEthernet0/2,1295078714.0,1311156023.0
lax-agg1,GigabitEthernet4/1/8,sbar-cc-1,GigabitEthernet0/1,1268215948.0,2.53402329599e+11
oak-dc1,GigabitEthernet0/0/0.491,sfo-sw-1-mgmt,Vlan491,1098871402.0,1158674843.0
oak-dc1,GigabitEthernet0/1/2.491,sfo-sw-1-mgmt,Vlan491,1158674843.0,1276868648.0
svl-agg1,GigabitEthernet6/0/0,svl-core1,TenGigE0/2/0/3,1245305155.0,2.53402329599e+11
oak-core1,TenGigE0/0/0/3,paix-px1,GigabitEthernet6/0/0,1217463489.0,1284775531.0
oak-core1,TenGigE0/4/0/1,paix-px1,GigabitEthernet2/0/0,1284775531.0,1300125969.0
oak-core1,TenGigE0/4/0/1,paix-px1,GigabitEthernet2/0/0,1300125969.0,1300140663.0
oak-core1,TenGigE0/7/0/3,paix-px1,GigabitEthernet6/0/0,1300140663.0,1300896136.0
oak-core1,TenGigE0/4/0/1,paix-px1,GigabitEthernet2/0/0,1300896136.0,2.53402329599e+11
cor-agg2,GigabitEthernet0/0/8,cor-agg3,GigabitEthernet0/3,1284777954.0,1286849503.0
cor-agg2,GigabitEthernet0/0/8,cor-agg3,GigabitEthernet0/3,1286849503.0,1286863901.0
lax-core2,GigabitEthernet0/6/0/0,lax-isp2,GigabitEthernet0/0/9,1218535815.0,1243389921.0
lax-core2,GigabitEthernet0/6/0/0,lax-isp2,GigabitEthernet0/0/9,1243389921.0,1245319550.0
lax-core2,TenGigE0/2/0/4,lax-isp2,GigabitEthernet2/0/0,1245319550.0,1319551600.0
lax-core2,TenGigE0/3/0/3,lax-isp2,GigabitEthernet2/0/0,1319566047.0,1320248237.0
lax-core2,TenGigE0/2/0/4,lax-isp2,GigabitEthernet2/0/0,1320248237.0,2.53402329599e+11
lax-dc2,GigabitEthernet0/0/0.28,lax-dc3,GigabitEthernet0/0/0.28,1087745987.0,1111233751.0
lax-dc2,GigabitEthernet0/1/0.48,lax-dc3,GigabitEthernet6/0/0.48,1111233751.0,1124488979.0
lax-dc2,GigabitEthernet0/3/0.48,lax-dc3,GigabitEthernet6/0/0.48,1124488979.0,1125079375.0
lax-dc2,GigabitEthernet0/1/0.48,lax-dc3,GigabitEthernet6/0/0.48,1125079375.0,1251742003.0
lax-dc2,GigabitEthernet2/0/4.48,lax-dc3,GigabitEthernet6/0/0.48,1251742003.0,1256883061.0
lm-cc,Serial1/0,oak-dc2,Serial5/1:8,1255767134.0,1313042734.0
sanmateo-cc,Serial2/0,svl-dc1,Serial6/0:6,1209024365.0,1282428348.0
la-coe,GigabitEthernet0/1,lax-dc1,GigabitEthernet5/2/2,1195467053.0,1237831836.0
cc-ccdo,Serial1/0,oak-dc2,Serial5/2:6,1308125224.0,1320199600.0
fre-dc1,Serial2/0:2,tul-coe-2,Serial1/0/0,1162462015.0,1162987415.0
lax-agg1,GigabitEthernet6/0/0,lax-core1,TenGigE0/2/0/0,1204870097.0,2.53402329599e+11
cyp-cc,Serial1/0,tus-agg1,Serial3/0:3,1319875985.0,1328342923.0
lax-agg1,GigabitEthernet7/0/0,lax-core2,TenGigE0/2/0/0,1204877061.0,1319551600.0
lax-agg1,GigabitEthernet7/0/0,lax-core2,TenGigE0/3/0/5,1319566047.0,1320248237.0
lax-agg1,GigabitEthernet7/0/0,lax-core2,TenGigE0/2/0/0,1320248237.0,2.53402329599e+11
riv-dc1,GigabitEthernet0/1,riv-dc2,GigabitEthernet0/1,1122452129.0,1126807376.0
riv-dc1,GigabitEthernet0/0.110,riv-dc2,GigabitEthernet1/3,1126807376.0,1143576191.0
riv-dc1,GigabitEthernet1/3,riv-dc2,GigabitEthernet1/3,1143576191.0,1333936838.0
coa-ccd,GigabitEthernet0/1,lax-dc2,GigabitEthernet1/0/0.244,1345882090.0,2.53402329599e+11
cc-ccdo-1,GigabitEthernet0/1,svl-agg2,GigabitEthernet2/0/2,1304503514.0,2.53402329599e+11
frg-agg1,GigabitEthernet7/0/0,tri-core1,TenGigE0/0/0/2,1205417059.0,1219111823.0
frg-agg1,GigabitEthernet7/0/0,tri-core1,TenGigE0/0/0/2,1223345455.0,1266437125.0
frg-agg1,GigabitEthernet7/0/0,tri-core1,TenGigE0/0/0/3,1266437125.0,1288289122.0
frg-agg1,GigabitEthernet7/0/0,tri-core1,TenGigE0/0/0/3,1288317938.0,2.53402329599e+11
cor-dc1,GigabitEthernet1/0.30,sac-dc1,GigabitEthernet8/0.30,1087745987.0,1189965797.0
cor-dc1,GigabitEthernet1/0.30,sac-dc1,GigabitEthernet1/0.30,1189965797.0,1208585404.0
lax-dc1,POS1/0,slo-dc1,POS2/0,1087745987.0,1113328972.0
oak-dc1,GigabitEthernet0/0/1.40,oak-dc2,GigabitEthernet0/1/0.40,1087745987.0,1089741740.0
oak-dc1,GigabitEthernet0/0/1.40,oak-dc2,GigabitEthernet0/1/0.40,1089741740.0,1093456949.0
oak-dc1,GigabitEthernet0/1/1,oak-dc2,GigabitEthernet0/2/1,1093456949.0,1125554567.0
oak-dc1,GigabitEthernet0/1/1,oak-dc2,GigabitEthernet0/2/1,1125554567.0,1197965405.0
oak-dc1,GigabitEthernet0/1/1,oak-dc2,GigabitEthernet0/2/1,1197965405.0,1209526181.0
oak-dc1,GigabitEthernet2/0/1,oak-dc2,GigabitEthernet3/0/1,1209526181.0,1264507828.0
ful-cc-1,GigabitEthernet0/2,ful-cc-2,GigabitEthernet0/2,1322946782.0,2.53402329599e+11
da-cc,GigabitEthernet0/1,oak-dc2,GigabitEthernet4/0/5,1226092518.0,2.53402329599e+11
com-cc-1,GigabitEthernet0/1,tus-agg2,GigabitEthernet0/0/2,1268388752.0,2.53402329599e+11
bak-dc1,POS5/0,fre-dc1,POS5/0,1087745987.0,1118167371.0
but-coe,Serial1/0/0,cor-dc2,Serial6/0:4,1098439368.0,1202557662.0
but-coe,GigabitEthernet0/1,cor-dc2,GigabitEthernet1/3,1202557662.0,1214532612.0
frg-dc1,POS5/0,tri-dc1,POS4/0,1159449849.0,1198181034.0
sac-coe,POS0/1/0,sac-dc2,POS7/0:7,1098999404.0,1166068915.0
sac-coe,GigabitEthernet0/1,sac-dc2,GigabitEthernet3/0,1200737123.0,1209161421.0
coa-ccd,GigabitEthernet0/1,tus-agg1,GigabitEthernet2/0/3,1208801403.0,1210745424.0
coa-ccd,GigabitEthernet0/3,tus-agg1,GigabitEthernet2/0/8,1210752368.0,2.53402329599e+11
pdc-dc3,GigabitEthernet0/1,riv-agg1,GigabitEthernet7/0/0.373,1349287587.0,2.53402329599e+11
sd-coe,GigabitEthernet0/1,sdg-agg1,GigabitEthernet2/0/3,1207764287.0,1277964319.0
mp-cc,Serial1/1/0,sc-coe,Serial1/0/1,1089533423.0,1184314012.0
mp-cc,Serial1/1/0,sc-coe,Serial1/1,1184314012.0,1197413056.0
mp-cc,Serial1/1,sc-coe,Serial1/1,1197413056.0,1217099228.0
oak-core1,TenGigE0/2/0/7,sac-dc1,GigabitEthernet7/0,1209526181.0,1218679826.0
oak-core1,TenGigE0/2/0/7,sac-dc1,GigabitEthernet7/0,1218679826.0,1225944621.0
oak-core1,TenGigE0/5/0/1,sac-dc1,GigabitEthernet6/0/0,1225944621.0,1317333979.0
oak-core1,TenGigE0/0/0/0,sac-dc1,GigabitEthernet6/0/0,1317348393.0,2.53402329599e+11
lax-dc2,GigabitEthernet0/3/0.460,pdc-dc1,GigabitEthernet2/0.460,1121253915.0,1126807376.0
sfo-agg1,GigabitEthernet0/0/7.2023,wharton-3,GigabitEthernet0/1.2023,1325049654.0,2.53402329599e+11
la-coe,GigabitEthernet0/1,lax-agg1,GigabitEthernet2/0/2,1237831836.0,2.53402329599e+11
riv-agg1,GigabitEthernet0/0/3,vv-cc-1,GigabitEthernet0/1,1256833123.0,1342461995.0
riv-agg1,GigabitEthernet4/0/5,vv-cc-1,GigabitEthernet0/1,1342461995.0,2.53402329599e+11
can-cc,Serial2/0,svl-dc1,Serial6/0:7,1258193548.0,1284703575.0
bak-dc2,POS4/0,lax-dc2,POS3/0,1118253777.0,1124258580.0
cor-agg2,Serial3/0:1,sha-cc,Serial1/0,1260533461.0,1284602738.0
mar-cc,FastEthernet0/1,mar-cc-1,GigabitEthernet0/2,1277453320.0,1329991246.0
